NOOFTABLES,ALLFONTS,NOOFIMAGES,NOOFPAGES,NOOFLINES,NOOFCHARACTERS
0,"Arial-ItalicMT,Arial-BoldMT,SymbolMT,ArialMT",0,2,73,3435
