NOOFTABLES,ALLFONTS,NOOFIMAGES,NOOFPAGES,NOOFLINES,NOOFCHARACTERS
1,"Wingdings-Regular,PalatinoLinotype-Bold,TimesNewRomanPSMT,TimesNewRomanPS-BoldMT",1,2,70,2531
