NOOFTABLES,ALLFONTS,NOOFIMAGES,NOOFPAGES,NOOFLINES,NOOFCHARACTERS
0,"Arial-BoldMT,ArialMT,Arial-ItalicMT,SymbolMT",0,2,72,3404
