NOOFTABLES,ALLFONTS,NOOFIMAGES,NOOFPAGES,NOOFLINES,NOOFCHARACTERS
1,"Garamond-Bold,Wingdings-Regular,TimesNewRomanPSMT,ArialMT,Garamond,BookAntiqua-Bold",1,1,79,2565
